༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བེ་ད་ལྱ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།༄༅། །​རྒྱ་གར་སྐད་དུ། བེ་ད་ལྱ་སཱུ་ཏྲ་ནཱ་མ_13_,[༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_],༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ་བཞུགས་སོ། །​ རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_,༄༅། །​ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ་བཞུགས་སོ། །​ རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_13_,རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,།རྒྱགར་སྐད་དུ། བོདྲ་༧སཱུཏྲ་ནཱམ_6_,། ༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_,༄༅༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_6_,༄༅། །​རྒྱ་གར་སྐད་དུ། བཻ་ད་ལྱཾ་སཱུ་ཏྲ་ནཱ་མ_26_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_,བྱ་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_
[མདོ_100_],མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_,མདོ_100_
[། སློབ་_73_],། སློབ་_73_,། སློབ་_73_,། སློབ་_73_,། །​སློབ་_20_,། །​སློབ་_20_,། སོབ་_6_,། སློབ་_73_,། སློབ་_73_,། སློབ་_73_,། སློབ་_73_,། སློབ་_73_,། །​སློབ་_20_,། སློབ་_73_,། སློབ་_73_
[དཔོན་_100_],དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_,དཔོན་_100_
[འཕགས་_100_],འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_,འཕགས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[ཀླུ་_100_],ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_,ཀླུ་_100_
[སྒྲུབ་_100_],སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[འཚལ་_100_],འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_
[ལོ_100_],ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_
[། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_],། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡིས་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_13_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡིས་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_13_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་པའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_20_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་པའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_20_,། །​རོག་གེ་ཤེས་པའི་ང་རྒྱལ་གིས། །​གང་ཞིག་རོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་ག཈ས་ཀ་འདེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_6_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_,། །​རྟོགག་ཤེས་པའི་ངརྒྱལ་གྱིས། གེང་ཞིག་རྩོད་པརམངོན་འདོདཔ དེཡི་ང་རྒྱལ་སྤངཔའི་ཕྱིར། །​ཞིབམ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚངས་གིས་ལོ་དང་གཞལ་བྱནིགཉིས་ཀ་འདུས་པ་ཡིནནོ། རང་ལསམ་_6_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་པའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_20_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_,། །​རྟོག་གེ་ཤེས་པའི་ང་རྒྱལ་གྱིས། །​གང་ཞིག་རྩོད་པར་མངོན་འདོད་པ། །​དེ་ཡི་ང་རྒྱལ་སྤང་བའི་ཕྱིར། །​ཞིབ་མོ་རྣམ་འཐག་བཤད་པར་བྱ། །​ཚད་མ་དང་གཞལ་བྱ་ནི་གཉིས་ཀ་འདྲེས་པ་ཡིན་ནོ། །​རང་ལས་མ་_53_
[གྲུབ་_100_],གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_,གྲུབ་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_,པའི་_100_
[ཕྱིར་_100_],ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_
[རོ_100_],རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཡོད་_100_],ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_,ཡོད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[དང་མེད་པ་_93_],དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེདཔ་_6_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_,དང་མེད་པ་_93_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[གཉིས་_93_],གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,ག཈ས་_6_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_,གཉིས་_93_
[ཀ་དག་ནི་ལྟོས་_86_],ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལོས་_6_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དགན་ལྟོས་_6_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_,ཀ་དག་ནི་ལྟོས་_86_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[མ་ཡིན་ནོ_93_],མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིནནོ_6_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_,མ་ཡིན་ནོ_93_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_,མ་_100_
[ཡིན་_93_],ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡན་_6_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_,ཡིན་_93_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[ཐུག་_100_],ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_,ཐུག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_,མེད་_100_
[པར་_93_],པར་_93_,པར་_93_,པར་_93_,པར་_93_,པར་_93_,པར་_93_,པར་_93_,པར་_93_,པར་_93_,བར་གཅིག་_6_,པར་_93_,པར་_93_,པར་_93_,པར་_93_
[ཐལ་_100_],ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_,ཐལ་_100_
[བར་_100_],བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_,བར་_100_
[འགྱུར་_100_],འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_,བའི་_100_
[ཕྱིར་_100_],ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_,ཕྱིར་_100_
[རོ_100_],རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_,རོ_100_
[། །​ཚད་མ་_80_],། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ ༄༅། །​ཚད་མ་_6_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ ཚད་མ་_6_,། །​ཚདམ་_6_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_,། །​ཚད་མ་_80_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ནི་_93_],ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_,ཞི་_6_,ནི་_93_,ནི་_93_,ནི་_93_,ནི་_93_
[མར་_100_],མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_,མར་_100_
[མེ་_100_],མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_
